"No.","Time","Source","Destination","Protocol","Length","Info"
"4701","3.083136","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4441669 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4702","3.083142","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#156] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4443121 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4703","3.083384","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4443121 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4704","3.083390","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#157] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4444573 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4705","3.083634","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4444573 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4706","3.083642","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#158] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4446025 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4707","3.083881","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4446025 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4708","3.083887","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#159] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4447477 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4709","3.084688","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4447477 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4710","3.084688","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4448929 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4711","3.084688","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4450381 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4712","3.084704","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#160] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4451833 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4713","3.084961","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4451833 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4714","3.084971","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#161] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4453285 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4715","3.085179","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4453285 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4716","3.085188","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#162] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4454737 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4717","3.085389","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4454737 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4718","3.085389","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4456189 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4719","3.085397","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#163] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4457641 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4720","3.085640","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4457641 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4721","3.085649","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#164] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4459093 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4722","3.085886","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4459093 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4723","3.085892","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#165] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4460545 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4724","3.086136","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4460545 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4725","3.086144","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#166] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4461997 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4726","3.086387","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4461997 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4727","3.086393","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#167] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4463449 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4728","3.086641","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4463449 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4729","3.086647","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#168] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4464901 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4730","3.086887","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4464901 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4731","3.086894","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#169] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4466353 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4732","3.087136","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4466353 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4733","3.087141","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#170] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4467805 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4734","3.087379","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4467805 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4735","3.087384","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#171] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4469257 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4736","3.087631","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4469257 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4737","3.087644","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#172] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4470709 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4738","3.087878","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4470709 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4739","3.087878","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4472161 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4740","3.087888","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#173] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4473613 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4741","3.088137","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4473613 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4742","3.088143","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#174] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4475065 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4743","3.088386","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4475065 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4744","3.088392","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#175] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4476517 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4745","3.088641","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4476517 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4746","3.088653","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#176] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4477969 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4747","3.089039","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4477969 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4748","3.089044","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#177] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4479421 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4749","3.089235","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4479421 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4750","3.089241","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#178] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4480873 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4751","3.089432","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4480873 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4752","3.089439","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#179] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4482325 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4753","3.089632","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4482325 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4754","3.089638","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#180] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4483777 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4755","3.090013","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4483777 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4756","3.090019","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#181] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4485229 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4757","3.090210","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4485229 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4758","3.090217","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#182] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4486681 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4759","3.090409","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4486681 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4760","3.090415","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#183] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4488133 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4761","3.090793","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4488133 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4762","3.090793","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4489585 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4763","3.090801","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#184] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4491037 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4764","3.091013","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4491037 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4765","3.091018","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#185] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4492489 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4766","3.091328","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4492489 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4767","3.091340","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#186] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4493941 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4768","3.091544","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4493941 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4769","3.091556","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#187] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4495393 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4770","3.091796","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4495393 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4771","3.091807","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#188] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4496845 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4772","3.092001","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4496845 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4773","3.092010","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#189] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4498297 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4774","3.092201","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4498297 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4775","3.092206","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#190] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4499749 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4776","3.092397","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4499749 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4777","3.092403","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#191] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245 SLE=4406821 SRE=4421341"
"4778","3.092782","160.36.131.221","192.168.1.2","TCP","1506","[TCP Previous segment not captured] 80  >  50572 [ACK] Seq=4502653 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4779","3.092795","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#192] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4504105 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4780","3.093002","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4504105 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4781","3.093010","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#193] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4505557 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4782","3.093203","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4505557 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4783","3.093209","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#194] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4507009 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4784","3.093401","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4507009 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4785","3.093410","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#195] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4508461 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4786","3.093789","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4508461 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4787","3.093789","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4509913 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4788","3.093798","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#196] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4511365 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4789","3.093990","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4511365 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4790","3.093997","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#197] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4512817 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4791","3.094187","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4512817 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4792","3.094193","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#198] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4514269 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4793","3.094384","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4514269 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4794","3.094392","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#199] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4515721 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4795","3.094771","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4515721 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4796","3.094778","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#200] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4517173 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4797","3.094969","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4517173 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4798","3.094977","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#201] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4518625 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4799","3.095169","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4518625 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4800","3.095180","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#202] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4520077 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4801","3.095560","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4520077 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4802","3.095567","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#203] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4521529 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4803","3.095758","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4521529 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4804","3.095764","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#204] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4522981 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4805","3.095954","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4522981 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4806","3.095963","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#205] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4524433 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4807","3.096156","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4524433 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4808","3.096156","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4525885 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4809","3.096166","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#206] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4527337 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4810","3.096545","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4527337 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4811","3.096551","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#207] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4528789 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4812","3.096743","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4528789 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4813","3.096749","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#208] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4502653 SRE=4530241 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861 SLE=4422793 SRE=4424245"
"4814","3.096939","160.36.131.221","192.168.1.2","TCP","1506","[TCP Previous segment not captured] 80  >  50572 [ACK] Seq=4531693 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4815","3.096949","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#209] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4531693 SRE=4533145 SLE=4502653 SRE=4530241 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861"
"4816","3.097140","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4533145 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4817","3.097148","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#210] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4531693 SRE=4534597 SLE=4502653 SRE=4530241 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861"
"4818","3.097531","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=4534597 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"4819","3.097538","192.168.1.2","160.36.131.221","TCP","90","[TCP Dup ACK 4375#211] 50572  >  80 [ACK] Seq=542 Ack=4175953 Win=6171 Len=0 SLE=4531693 SRE=4536049 SLE=4502653 SRE=4530241 SLE=4438765 SRE=4501201 SLE=4425697 SRE=4435861"
